start_district_nm,end_district_nm,transport_type,vehicle_type,trip_cnt,trip_dur
Тропарёво-Никулино,Войковский,lt,,,43.0
Тропарёво-Никулино,Войковский,lt,,17.0,
Тропарёво-Никулино,Вороново,lt,,,61.0
Тропарёво-Никулино,Вороново,lt,,9.0,
Тропарёво-Никулино,Восточное Дегунино,lt,,,60.0
Тропарёво-Никулино,Восточное Дегунино,lt,,2.0,
Тропарёво-Никулино,Восточное Измайлово,lt,,,75.0
Тропарёво-Никулино,Восточное Измайлово,lt,,1.0,
Тропарёво-Никулино,Выхино-Жулебино,lt,,,46.0
Тропарёво-Никулино,Выхино-Жулебино,lt,,22.0,
Тропарёво-Никулино,Гагаринский,lt,,,26.0
Тропарёво-Никулино,Гагаринский,lt,,102.0,
Тропарёво-Никулино,Головинский,lt,,,57.0
Тропарёво-Никулино,Головинский,lt,,4.0,
Тропарёво-Никулино,Гольяново,lt,,,65.0
Тропарёво-Никулино,Гольяново,lt,,3.0,
Тропарёво-Никулино,Даниловский,lt,,,39.0
Тропарёво-Никулино,Даниловский,lt,,56.0,
Тропарёво-Никулино,Дмитровский,lt,,,56.0
Тропарёво-Никулино,Дмитровский,lt,,4.0,
Тропарёво-Никулино,Донской,lt,,,32.0
Тропарёво-Никулино,Донской,lt,,107.0,
Тропарёво-Никулино,Дорогомилово,lt,,,28.0
Тропарёво-Никулино,Дорогомилово,lt,,112.0,
Тропарёво-Никулино,Замоскворечье,lt,,,44.0
Тропарёво-Никулино,Замоскворечье,lt,,30.0,
Тропарёво-Никулино,Западное Дегунино,lt,,,48.0
Тропарёво-Никулино,Западное Дегунино,lt,,10.0,
Тропарёво-Никулино,Зюзино,lt,,,32.0
Тропарёво-Никулино,Зюзино,lt,,11.0,
Тропарёво-Никулино,Зябликово,lt,,,43.0
Тропарёво-Никулино,Зябликово,lt,,2.0,
Тропарёво-Никулино,Ивановское,lt,,,54.0
Тропарёво-Никулино,Ивановское,lt,,21.0,
Тропарёво-Никулино,Измайлово,lt,,,51.0
Тропарёво-Никулино,Измайлово,lt,,12.0,
Тропарёво-Никулино,Капотня,lt,,,30.0
Тропарёво-Никулино,Капотня,lt,,47.0,
Тропарёво-Никулино,Коммунарка,lt,,,10.0
Тропарёво-Никулино,Коммунарка,lt,,412.0,
Тропарёво-Никулино,Коньково,lt,,,23.0
Тропарёво-Никулино,Коньково,lt,,41.0,
Тропарёво-Никулино,Коптево,lt,,,39.0
Тропарёво-Никулино,Коптево,lt,,22.0,
Тропарёво-Никулино,Косино-Ухтомский,lt,,,52.0
Тропарёво-Никулино,Косино-Ухтомский,lt,,12.0,
Тропарёво-Никулино,Котловка,lt,,,40.0
Тропарёво-Никулино,Котловка,lt,,8.0,
Тропарёво-Никулино,Краснопахорский,lt,,,42.0
Тропарёво-Никулино,Краснопахорский,lt,,14.0,
Тропарёво-Никулино,Красносельский,lt,,,47.0
Тропарёво-Никулино,Красносельский,lt,,41.0,
Тропарёво-Никулино,Крылатское,lt,,,25.0
Тропарёво-Никулино,Крылатское,lt,,39.0,
Тропарёво-Никулино,Крюково,lt,,,83.0
Тропарёво-Никулино,Крюково,lt,,2.0,
Тропарёво-Никулино,Кузьминки,lt,,,43.0
Тропарёво-Никулино,Кузьминки,lt,,4.0,
Тропарёво-Никулино,Кунцево,lt,,,21.0
Тропарёво-Никулино,Кунцево,lt,,153.0,
Тропарёво-Никулино,Куркино,lt,,,36.0
Тропарёво-Никулино,Куркино,lt,,23.0,
Тропарёво-Никулино,Левобережный,lt,,,47.0
Тропарёво-Никулино,Левобережный,lt,,17.0,
Тропарёво-Никулино,Лефортово,lt,,,45.0
Тропарёво-Никулино,Лефортово,lt,,27.0,
Тропарёво-Никулино,Лианозово,lt,,,54.0
Тропарёво-Никулино,Лианозово,lt,,8.0,
Тропарёво-Никулино,Ломоносовский,lt,,,14.0
Тропарёво-Никулино,Ломоносовский,lt,,34.0,
Тропарёво-Никулино,Лосиноостровский,lt,,,56.0
Тропарёво-Никулино,Лосиноостровский,lt,,9.0,
Тропарёво-Никулино,Люблино,lt,,,50.0
Тропарёво-Никулино,Люблино,lt,,10.0,
Тропарёво-Никулино,Марфино,lt,,,57.0
Тропарёво-Никулино,Марфино,lt,,2.0,
Тропарёво-Никулино,Марьина Роща,lt,,,47.0
Тропарёво-Никулино,Марьина Роща,lt,,13.0,
Тропарёво-Никулино,Марьино,lt,,,42.0
Тропарёво-Никулино,Марьино,lt,,10.0,
Тропарёво-Никулино,Матушкино,lt,,,75.0
Тропарёво-Никулино,Матушкино,lt,,2.0,
Тропарёво-Никулино,Метрогородок,lt,,,64.0
Тропарёво-Никулино,Метрогородок,lt,,6.0,
Тропарёво-Никулино,Мещанский,lt,,,44.0
Тропарёво-Никулино,Мещанский,lt,,50.0,
Тропарёво-Никулино,Митино,lt,,,41.0
Тропарёво-Никулино,Митино,lt,,18.0,
Тропарёво-Никулино,Можайский,lt,,,16.0
Тропарёво-Никулино,Можайский,lt,,197.0,
Тропарёво-Никулино,Молжаниновский,lt,,,55.0
Тропарёво-Никулино,Молжаниновский,lt,,9.0,
Тропарёво-Никулино,Москворечье-Сабурово,lt,,,43.0
Тропарёво-Никулино,Москворечье-Сабурово,lt,,11.0,
Тропарёво-Никулино,Нагатино-Садовники,lt,,,40.0
Тропарёво-Никулино,Нагатино-Садовники,lt,,30.0,
Тропарёво-Никулино,Нагатинский Затон,lt,,,50.0
Тропарёво-Никулино,Нагатинский Затон,lt,,3.0,
Тропарёво-Никулино,Нагорный,lt,,,37.0
Тропарёво-Никулино,Нагорный,lt,,13.0,
Тропарёво-Никулино,Некрасовка,lt,,,52.0
Тропарёво-Никулино,Некрасовка,lt,,10.0,
Тропарёво-Никулино,Нижегородский,lt,,,45.0
Тропарёво-Никулино,Нижегородский,lt,,10.0,
Тропарёво-Никулино,Ново-Переделкино,lt,,,15.0
Тропарёво-Никулино,Ново-Переделкино,lt,,54.0,
Тропарёво-Никулино,Новогиреево,lt,,,62.0
Тропарёво-Никулино,Новогиреево,lt,,1.0,
Тропарёво-Никулино,Новокосино,lt,,,51.0
Тропарёво-Никулино,Новокосино,lt,,5.0,
Тропарёво-Никулино,Обручевский,lt,,,16.0
Тропарёво-Никулино,Обручевский,lt,,157.0,
Тропарёво-Никулино,Орехово-Борисово Северное,lt,,,40.0
Тропарёво-Никулино,Орехово-Борисово Северное,lt,,4.0,
Тропарёво-Никулино,Орехово-Борисово Южное,lt,,,33.0
Тропарёво-Никулино,Орехово-Борисово Южное,lt,,21.0,
Тропарёво-Никулино,Останкинский,lt,,,53.0
Тропарёво-Никулино,Останкинский,lt,,11.0,
Тропарёво-Никулино,Отрадное,lt,,,67.0
Тропарёво-Никулино,Отрадное,lt,,6.0,
Тропарёво-Никулино,Очаково-Матвеевское,lt,,,13.0
Тропарёво-Никулино,Очаково-Матвеевское,lt,,380.0,
Тропарёво-Никулино,Перово,lt,,,52.0
Тропарёво-Никулино,Перово,lt,,10.0,
Тропарёво-Никулино,Печатники,lt,,,39.0
Тропарёво-Никулино,Печатники,lt,,32.0,
Тропарёво-Никулино,Покровское-Стрешнево,lt,,,37.0
Тропарёво-Никулино,Покровское-Стрешнево,lt,,16.0,
Тропарёво-Никулино,Преображенское,lt,,,56.0
Тропарёво-Никулино,Преображенское,lt,,11.0,
Тропарёво-Никулино,Пресненский,lt,,,36.0
Тропарёво-Никулино,Пресненский,lt,,125.0,
Тропарёво-Никулино,Проспект Вернадского,lt,,,13.0
Тропарёво-Никулино,Проспект Вернадского,lt,,269.0,
Тропарёво-Никулино,Раменки,lt,,,14.0
Тропарёво-Никулино,Раменки,lt,,618.0,
Тропарёво-Никулино,Ростокино,lt,,,60.0
Тропарёво-Никулино,Ростокино,lt,,4.0,
Тропарёво-Никулино,Рязанский,lt,,,47.0
Тропарёво-Никулино,Рязанский,lt,,7.0,
Тропарёво-Никулино,Савёлки,lt,,,76.0
Тропарёво-Никулино,Савёлки,lt,,2.0,
Тропарёво-Никулино,Савёловский,lt,,,52.0
Тропарёво-Никулино,Савёловский,lt,,2.0,
Тропарёво-Никулино,Свиблово,lt,,,83.0
Тропарёво-Никулино,Свиблово,lt,,2.0,
Тропарёво-Никулино,Северное Бутово,lt,,,15.0
Тропарёво-Никулино,Северное Бутово,lt,,36.0,
Тропарёво-Никулино,Северное Измайлово,lt,,,58.0
Тропарёво-Никулино,Северное Измайлово,lt,,8.0,
Тропарёво-Никулино,Северное Медведково,lt,,,66.0
Тропарёво-Никулино,Северное Медведково,lt,,6.0,
Тропарёво-Никулино,Северное Тушино,lt,,,33.0
Тропарёво-Никулино,Северное Тушино,lt,,20.0,
Тропарёво-Никулино,Северный,lt,,,57.0
Тропарёво-Никулино,Северный,lt,,13.0,
Тропарёво-Никулино,Силино,lt,,,102.0
Тропарёво-Никулино,Силино,lt,,1.0,
Тропарёво-Никулино,Сокол,lt,,,38.0
Тропарёво-Никулино,Сокол,lt,,15.0,
Тропарёво-Никулино,Соколиная Гора,lt,,,55.0
Тропарёво-Никулино,Соколиная Гора,lt,,8.0,
Тропарёво-Никулино,Сокольники,lt,,,55.0
Тропарёво-Никулино,Сокольники,lt,,9.0,
Тропарёво-Никулино,Солнцево,lt,,,21.0
Тропарёво-Никулино,Солнцево,lt,,85.0,
Тропарёво-Никулино,Старое Крюково,lt,,,78.0
Тропарёво-Никулино,Старое Крюково,lt,,2.0,
Тропарёво-Никулино,Строгино,lt,,,27.0
Тропарёво-Никулино,Строгино,lt,,60.0,
Тропарёво-Никулино,Таганский,lt,,,43.0
Тропарёво-Никулино,Таганский,lt,,62.0,
Тропарёво-Никулино,Тверской,lt,,,40.0
Тропарёво-Никулино,Тверской,lt,,106.0,
Тропарёво-Никулино,Текстильщики,lt,,,57.0
Тропарёво-Никулино,Текстильщики,lt,,3.0,
Тропарёво-Никулино,Тимирязевский,lt,,,50.0
Тропарёво-Никулино,Тимирязевский,lt,,16.0,
Тропарёво-Никулино,Троицк,lt,,,25.0
Тропарёво-Никулино,Троицк,lt,,45.0,
Тропарёво-Никулино,Тропарёво-Никулино,lt,,,11.0
Тропарёво-Никулино,Тропарёво-Никулино,lt,,771.0,
Тропарёво-Никулино,Тёплый Стан,lt,,,12.0
Тропарёво-Никулино,Тёплый Стан,lt,,172.0,
Тропарёво-Никулино,Фили-Давыдково,lt,,,19.0
Тропарёво-Никулино,Фили-Давыдково,lt,,38.0,
Тропарёво-Никулино,Филимонковский,lt,,,18.0
Тропарёво-Никулино,Филимонковский,lt,,163.0,
Тропарёво-Никулино,Филёвский Парк,lt,,,28.0
Тропарёво-Никулино,Филёвский Парк,lt,,24.0,
Тропарёво-Никулино,Хамовники,lt,,,30.0
Тропарёво-Никулино,Хамовники,lt,,188.0,
Тропарёво-Никулино,Ховрино,lt,,,49.0
Тропарёво-Никулино,Ховрино,lt,,15.0,
Тропарёво-Никулино,Хорошёво-Мнёвники,lt,,,33.0
Тропарёво-Никулино,Хорошёво-Мнёвники,lt,,38.0,
Тропарёво-Никулино,Хорошёвский,lt,,,42.0
Тропарёво-Никулино,Хорошёвский,lt,,37.0,
Тропарёво-Никулино,Царицыно,lt,,,36.0
Тропарёво-Никулино,Царицыно,lt,,13.0,
Тропарёво-Никулино,Чертаново Северное,lt,,,32.0
Тропарёво-Никулино,Чертаново Северное,lt,,18.0,
Тропарёво-Никулино,Чертаново Центральное,lt,,,29.0
Тропарёво-Никулино,Чертаново Центральное,lt,,20.0,
Тропарёво-Никулино,Чертаново Южное,lt,,,19.0
Тропарёво-Никулино,Чертаново Южное,lt,,125.0,
Тропарёво-Никулино,Черёмушки,lt,,,29.0
Тропарёво-Никулино,Черёмушки,lt,,34.0,
Тропарёво-Никулино,Щербинка,lt,,,33.0
Тропарёво-Никулино,Щербинка,lt,,20.0,
Тропарёво-Никулино,Щукино,lt,,,37.0
Тропарёво-Никулино,Щукино,lt,,29.0,
Тропарёво-Никулино,Южное Бутово,lt,,,24.0
Тропарёво-Никулино,Южное Бутово,lt,,31.0,
Тропарёво-Никулино,Южное Медведково,lt,,,83.0
Тропарёво-Никулино,Южное Медведково,lt,,1.0,
Тропарёво-Никулино,Южное Тушино,lt,,,33.0
Тропарёво-Никулино,Южное Тушино,lt,,4.0,
Тропарёво-Никулино,Южнопортовый,lt,,,41.0
Тропарёво-Никулино,Южнопортовый,lt,,15.0,
Тропарёво-Никулино,Якиманка,lt,,,35.0
Тропарёво-Никулино,Якиманка,lt,,58.0,
Тропарёво-Никулино,Ярославский,lt,,,59.0
Тропарёво-Никулино,Ярославский,lt,,19.0,
Тропарёво-Никулино,Ясенево,lt,,,11.0
Тропарёво-Никулино,Ясенево,lt,,180.0,
Тёплый Стан,Академический,lt,,,38.0
Тёплый Стан,Академический,lt,,7.0,
Тёплый Стан,Алексеевский,lt,,,61.0
Тёплый Стан,Алексеевский,lt,,6.0,
Тёплый Стан,Алтуфьевский,lt,,,69.0
Тёплый Стан,Алтуфьевский,lt,,2.0,
Тёплый Стан,Арбат,lt,,,47.0
Тёплый Стан,Арбат,lt,,17.0,
Тёплый Стан,Аэропорт,lt,,,53.0
Тёплый Стан,Аэропорт,lt,,10.0,
Тёплый Стан,Бабушкинский,lt,,,74.0
Тёплый Стан,Бабушкинский,lt,,2.0,
Тёплый Стан,Басманный,lt,,,53.0
Тёплый Стан,Басманный,lt,,17.0,
Тёплый Стан,Беговой,lt,,,50.0
Тёплый Стан,Беговой,lt,,8.0,
Тёплый Стан,Бекасово,lt,,,46.0
Тёплый Стан,Бекасово,lt,,23.0,
Тёплый Стан,Бескудниковский,lt,,,68.0
Тёплый Стан,Бескудниковский,lt,,3.0,
Тёплый Стан,Бибирево,lt,,,58.0
Тёплый Стан,Бибирево,lt,,2.0,
Тёплый Стан,Бирюлёво Восточное,lt,,,21.0
Тёплый Стан,Бирюлёво Восточное,lt,,92.0,
Тёплый Стан,Бирюлёво Западное,lt,,,19.0
Тёплый Стан,Бирюлёво Западное,lt,,39.0,
Тёплый Стан,Богородское,lt,,,82.0
Тёплый Стан,Богородское,lt,,1.0,
Тёплый Стан,Братеево,lt,,,34.0
Тёплый Стан,Братеево,lt,,5.0,
Тёплый Стан,Бутырский,lt,,,68.0
Тёплый Стан,Бутырский,lt,,3.0,
Тёплый Стан,Вешняки,lt,,,46.0
Тёплый Стан,Вешняки,lt,,3.0,
Тёплый Стан,Внуково,lt,,,24.0
Тёплый Стан,Внуково,lt,,44.0,
Тёплый Стан,Войковский,lt,,,55.0
Тёплый Стан,Войковский,lt,,5.0,
Тёплый Стан,Вороново,lt,,,51.0
Тёплый Стан,Вороново,lt,,15.0,
Тёплый Стан,Восточное Дегунино,lt,,,73.0
Тёплый Стан,Восточное Дегунино,lt,,1.0,
Тёплый Стан,Восточное Измайлово,lt,,,49.0
Тёплый Стан,Восточное Измайлово,lt,,1.0,
Тёплый Стан,Выхино-Жулебино,lt,,,42.0
Тёплый Стан,Выхино-Жулебино,lt,,18.0,
Тёплый Стан,Гагаринский,lt,,,33.0
Тёплый Стан,Гагаринский,lt,,53.0,
Тёплый Стан,Головинский,lt,,,62.0
Тёплый Стан,Головинский,lt,,3.0,
Тёплый Стан,Гольяново,lt,,,69.0
Тёплый Стан,Гольяново,lt,,2.0,
Тёплый Стан,Даниловский,lt,,,43.0
Тёплый Стан,Даниловский,lt,,37.0,
Тёплый Стан,Дмитровский,lt,,,51.0
Тёплый Стан,Дмитровский,lt,,3.0,
Тёплый Стан,Донской,lt,,,38.0
Тёплый Стан,Донской,lt,,50.0,
Тёплый Стан,Дорогомилово,lt,,,37.0
Тёплый Стан,Дорогомилово,lt,,36.0,
Тёплый Стан,Замоскворечье,lt,,,47.0
Тёплый Стан,Замоскворечье,lt,,16.0,
Тёплый Стан,Западное Дегунино,lt,,,58.0
Тёплый Стан,Западное Дегунино,lt,,7.0,
Тёплый Стан,Зюзино,lt,,,33.0
Тёплый Стан,Зюзино,lt,,8.0,
Тёплый Стан,Зябликово,lt,,,35.0
Тёплый Стан,Зябликово,lt,,1.0,
Тёплый Стан,Ивановское,lt,,,51.0
Тёплый Стан,Ивановское,lt,,16.0,
Тёплый Стан,Измайлово,lt,,,56.0
Тёплый Стан,Измайлово,lt,,6.0,
Тёплый Стан,Капотня,lt,,,28.0
Тёплый Стан,Капотня,lt,,44.0,
Тёплый Стан,Коммунарка,lt,,,11.0
Тёплый Стан,Коммунарка,lt,,388.0,
Тёплый Стан,Коньково,lt,,,26.0
Тёплый Стан,Коньково,lt,,46.0,
Тёплый Стан,Коптево,lt,,,48.0
Тёплый Стан,Коптево,lt,,10.0,
Тёплый Стан,Косино-Ухтомский,lt,,,48.0
Тёплый Стан,Косино-Ухтомский,lt,,10.0,
Тёплый Стан,Котловка,lt,,,45.0
Тёплый Стан,Котловка,lt,,6.0,
Тёплый Стан,Краснопахорский,lt,,,33.0
Тёплый Стан,Краснопахорский,lt,,22.0,
Тёплый Стан,Красносельский,lt,,,56.0
Тёплый Стан,Красносельский,lt,,13.0,
Тёплый Стан,Крылатское,lt,,,30.0
Тёплый Стан,Крылатское,lt,,19.0,
Тёплый Стан,Крюково,lt,,,72.0
Тёплый Стан,Крюково,lt,,2.0,
Тёплый Стан,Кузьминки,lt,,,59.0
Тёплый Стан,Кузьминки,lt,,2.0,
Тёплый Стан,Кунцево,lt,,,26.0
Тёплый Стан,Кунцево,lt,,86.0,
Тёплый Стан,Куркино,lt,,,40.0
Тёплый Стан,Куркино,lt,,12.0,
Тёплый Стан,Левобережный,lt,,,50.0
Тёплый Стан,Левобережный,lt,,9.0,
Тёплый Стан,Лефортово,lt,,,53.0
Тёплый Стан,Лефортово,lt,,19.0,
Тёплый Стан,Лианозово,lt,,,56.0
Тёплый Стан,Лианозово,lt,,4.0,
Тёплый Стан,Ломоносовский,lt,,,22.0
Тёплый Стан,Ломоносовский,lt,,20.0,
Тёплый Стан,Лосиноостровский,lt,,,53.0
Тёплый Стан,Лосиноостровский,lt,,6.0,
Тёплый Стан,Люблино,lt,,,47.0
Тёплый Стан,Люблино,lt,,9.0,
Тёплый Стан,Марфино,lt,,,47.0
Тёплый Стан,Марфино,lt,,1.0,
Тёплый Стан,Марьина Роща,lt,,,61.0
Тёплый Стан,Марьина Роща,lt,,4.0,
Тёплый Стан,Марьино,lt,,,48.0
Тёплый Стан,Марьино,lt,,5.0,
Тёплый Стан,Матушкино,lt,,,80.0
Тёплый Стан,Матушкино,lt,,1.0,
Тёплый Стан,Метрогородок,lt,,,58.0
Тёплый Стан,Метрогородок,lt,,4.0,
Тёплый Стан,Мещанский,lt,,,56.0
Тёплый Стан,Мещанский,lt,,19.0,
Тёплый Стан,Митино,lt,,,43.0
Тёплый Стан,Митино,lt,,13.0,
Тёплый Стан,Можайский,lt,,,22.0
Тёплый Стан,Можайский,lt,,85.0,
Тёплый Стан,Молжаниновский,lt,,,62.0
Тёплый Стан,Молжаниновский,lt,,5.0,
Тёплый Стан,Москворечье-Сабурово,lt,,,42.0
Тёплый Стан,Москворечье-Сабурово,lt,,7.0,
Тёплый Стан,Нагатино-Садовники,lt,,,42.0
Тёплый Стан,Нагатино-Садовники,lt,,16.0,
Тёплый Стан,Нагатинский Затон,lt,,,51.0
Тёплый Стан,Нагатинский Затон,lt,,3.0,
Тёплый Стан,Нагорный,lt,,,43.0
Тёплый Стан,Нагорный,lt,,6.0,
Тёплый Стан,Некрасовка,lt,,,50.0
Тёплый Стан,Некрасовка,lt,,8.0,
Тёплый Стан,Нижегородский,lt,,,52.0
Тёплый Стан,Нижегородский,lt,,6.0,
Тёплый Стан,Ново-Переделкино,lt,,,17.0
Тёплый Стан,Ново-Переделкино,lt,,28.0,
Тёплый Стан,Новогиреево,lt,,,74.0
Тёплый Стан,Новогиреево,lt,,1.0,
Тёплый Стан,Новокосино,lt,,,50.0
Тёплый Стан,Новокосино,lt,,4.0,
Тёплый Стан,Обручевский,lt,,,12.0
Тёплый Стан,Обручевский,lt,,249.0,
Тёплый Стан,Орехово-Борисово Северное,lt,,,49.0
Тёплый Стан,Орехово-Борисово Северное,lt,,3.0,
Тёплый Стан,Орехово-Борисово Южное,lt,,,32.0
Тёплый Стан,Орехово-Борисово Южное,lt,,16.0,
Тёплый Стан,Останкинский,lt,,,68.0
Тёплый Стан,Останкинский,lt,,6.0,
Тёплый Стан,Отрадное,lt,,,80.0
Тёплый Стан,Отрадное,lt,,2.0,
Тёплый Стан,Очаково-Матвеевское,lt,,,19.0
Тёплый Стан,Очаково-Матвеевское,lt,,89.0,
Тёплый Стан,Перово,lt,,,53.0
Тёплый Стан,Перово,lt,,7.0,
Тёплый Стан,Печатники,lt,,,42.0
Тёплый Стан,Печатники,lt,,18.0,
Тёплый Стан,Покровское-Стрешнево,lt,,,39.0
Тёплый Стан,Покровское-Стрешнево,lt,,9.0,
Тёплый Стан,Преображенское,lt,,,60.0
Тёплый Стан,Преображенское,lt,,9.0,
Тёплый Стан,Пресненский,lt,,,47.0
Тёплый Стан,Пресненский,lt,,42.0,
Тёплый Стан,Проспект Вернадского,lt,,,18.0
Тёплый Стан,Проспект Вернадского,lt,,90.0,
Тёплый Стан,Раменки,lt,,,27.0
Тёплый Стан,Раменки,lt,,86.0,
Тёплый Стан,Ростокино,lt,,,60.0
Тёплый Стан,Ростокино,lt,,3.0,
Тёплый Стан,Рязанский,lt,,,64.0
Тёплый Стан,Рязанский,lt,,3.0,
Тёплый Стан,Савёлки,lt,,,67.0
Тёплый Стан,Савёлки,lt,,1.0,
Тёплый Стан,Савёловский,lt,,,53.0
Тёплый Стан,Савёловский,lt,,2.0,
Тёплый Стан,Свиблово,lt,,,75.0
Тёплый Стан,Свиблово,lt,,1.0,
Тёплый Стан,Северное Бутово,lt,,,12.0
Тёплый Стан,Северное Бутово,lt,,32.0,
Тёплый Стан,Северное Измайлово,lt,,,59.0
Тёплый Стан,Северное Измайлово,lt,,7.0,
Тёплый Стан,Северное Медведково,lt,,,63.0
Тёплый Стан,Северное Медведково,lt,,3.0,
Тёплый Стан,Северное Тушино,lt,,,38.0
Тёплый Стан,Северное Тушино,lt,,12.0,
Тёплый Стан,Северный,lt,,,54.0
Тёплый Стан,Северный,lt,,9.0,
Тёплый Стан,Силино,lt,,,98.0
Тёплый Стан,Силино,lt,,1.0,
Тёплый Стан,Сокол,lt,,,44.0
Тёплый Стан,Сокол,lt,,4.0,
Тёплый Стан,Соколиная Гора,lt,,,64.0
Тёплый Стан,Соколиная Гора,lt,,6.0,
Тёплый Стан,Сокольники,lt,,,63.0
Тёплый Стан,Сокольники,lt,,4.0,
Тёплый Стан,Солнцево,lt,,,17.0
Тёплый Стан,Солнцево,lt,,19.0,
Тёплый Стан,Старое Крюково,lt,,,96.0
Тёплый Стан,Старое Крюково,lt,,1.0,
Тёплый Стан,Строгино,lt,,,31.0
Тёплый Стан,Строгино,lt,,42.0,
Тёплый Стан,Таганский,lt,,,48.0
Тёплый Стан,Таганский,lt,,31.0,
Тёплый Стан,Тверской,lt,,,49.0
Тёплый Стан,Тверской,lt,,32.0,
Тёплый Стан,Текстильщики,lt,,,53.0
Тёплый Стан,Текстильщики,lt,,4.0,
Тёплый Стан,Тимирязевский,lt,,,60.0
Тёплый Стан,Тимирязевский,lt,,7.0,
Тёплый Стан,Троицк,lt,,,20.0
Тёплый Стан,Троицк,lt,,72.0,
Тёплый Стан,Тропарёво-Никулино,lt,,,13.0
Тёплый Стан,Тропарёво-Никулино,lt,,310.0,
Тёплый Стан,Тёплый Стан,lt,,,12.0
Тёплый Стан,Тёплый Стан,lt,,238.0,
Тёплый Стан,Фили-Давыдково,lt,,,29.0
Тёплый Стан,Фили-Давыдково,lt,,10.0,
Тёплый Стан,Филимонковский,lt,,,20.0
Тёплый Стан,Филимонковский,lt,,56.0,
Тёплый Стан,Филёвский Парк,lt,,,37.0
Тёплый Стан,Филёвский Парк,lt,,9.0,
Тёплый Стан,Хамовники,lt,,,38.0
Тёплый Стан,Хамовники,lt,,60.0,
Тёплый Стан,Ховрино,lt,,,51.0
Тёплый Стан,Ховрино,lt,,7.0,
Тёплый Стан,Хорошёво-Мнёвники,lt,,,38.0
Тёплый Стан,Хорошёво-Мнёвники,lt,,15.0,
Тёплый Стан,Хорошёвский,lt,,,50.0
Тёплый Стан,Хорошёвский,lt,,15.0,
Тёплый Стан,Царицыно,lt,,,33.0
Тёплый Стан,Царицыно,lt,,8.0,
Тёплый Стан,Чертаново Северное,lt,,,30.0
Тёплый Стан,Чертаново Северное,lt,,11.0,
Тёплый Стан,Чертаново Центральное,lt,,,23.0
Тёплый Стан,Чертаново Центральное,lt,,14.0,
Тёплый Стан,Чертаново Южное,lt,,,16.0
Тёплый Стан,Чертаново Южное,lt,,109.0,
Тёплый Стан,Черёмушки,lt,,,31.0
Тёплый Стан,Черёмушки,lt,,23.0,
Тёплый Стан,Щербинка,lt,,,30.0
Тёплый Стан,Щербинка,lt,,19.0,
Тёплый Стан,Щукино,lt,,,43.0
Тёплый Стан,Щукино,lt,,13.0,
Тёплый Стан,Южное Бутово,lt,,,21.0
Тёплый Стан,Южное Бутово,lt,,28.0,
Тёплый Стан,Южное Медведково,lt,,,81.0
Тёплый Стан,Южное Медведково,lt,,1.0,
Тёплый Стан,Южное Тушино,lt,,,54.0
Тёплый Стан,Южное Тушино,lt,,3.0,
Тёплый Стан,Южнопортовый,lt,,,52.0
Тёплый Стан,Южнопортовый,lt,,6.0,
Тёплый Стан,Якиманка,lt,,,42.0
Тёплый Стан,Якиманка,lt,,24.0,
Тёплый Стан,Ярославский,lt,,,71.0
Тёплый Стан,Ярославский,lt,,8.0,
Тёплый Стан,Ясенево,lt,,,12.0
Тёплый Стан,Ясенево,lt,,160.0,
Фили-Давыдково,Академический,lt,,,28.0
Фили-Давыдково,Академический,lt,,19.0,
Фили-Давыдково,Алексеевский,lt,,,36.0
Фили-Давыдково,Алексеевский,lt,,13.0,
Фили-Давыдково,Алтуфьевский,lt,,,55.0
Фили-Давыдково,Алтуфьевский,lt,,2.0,
Фили-Давыдково,Арбат,lt,,,18.0
Фили-Давыдково,Арбат,lt,,131.0,
Фили-Давыдково,Аэропорт,lt,,,31.0
Фили-Давыдково,Аэропорт,lt,,26.0,
Фили-Давыдково,Бабушкинский,lt,,,48.0
Фили-Давыдково,Бабушкинский,lt,,4.0,
Фили-Давыдково,Басманный,lt,,,40.0
Фили-Давыдково,Басманный,lt,,18.0,
Фили-Давыдково,Беговой,lt,,,28.0
Фили-Давыдково,Беговой,lt,,20.0,
Фили-Давыдково,Бекасово,lt,,,56.0
Фили-Давыдково,Бекасово,lt,,13.0,
Фили-Давыдково,Бескудниковский,lt,,,39.0
Фили-Давыдково,Бескудниковский,lt,,5.0,
Фили-Давыдково,Бибирево,lt,,,52.0
Фили-Давыдково,Бибирево,lt,,3.0,
Фили-Давыдково,Бирюлёво Восточное,lt,,,40.0
Фили-Давыдково,Бирюлёво Восточное,lt,,22.0,
Фили-Давыдково,Бирюлёво Западное,lt,,,41.0
Фили-Давыдково,Бирюлёво Западное,lt,,8.0,
Фили-Давыдково,Богородское,lt,,,47.0
Фили-Давыдково,Богородское,lt,,2.0,
Фили-Давыдково,Братеево,lt,,,50.0
Фили-Давыдково,Братеево,lt,,3.0,
Фили-Давыдково,Бутырский,lt,,,37.0
Фили-Давыдково,Бутырский,lt,,12.0,
Фили-Давыдково,Вешняки,lt,,,53.0
Фили-Давыдково,Вешняки,lt,,3.0,
Фили-Давыдково,Внуково,lt,,,35.0
Фили-Давыдково,Внуково,lt,,21.0,
Фили-Давыдково,Войковский,lt,,,31.0
Фили-Давыдково,Войковский,lt,,16.0,
Фили-Давыдково,Вороново,lt,,,82.0
Фили-Давыдково,Вороново,lt,,4.0,
